id_type,id,baseline_owner,baseline_semantics,candidate_owner,candidate_semantics,status,action_taken,notes
quest,7D2295E4D51AA761,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Campaign Debrief: Bring Knowledge Home",title=Campaign Debrief: Bring Knowledge Home; tasks=384418FCF38B95D8; rewards=639105C382274F43,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Campaign Debrief: Bring Knowledge Home",title=Campaign Debrief: Bring Knowledge Home; tasks=384418FCF38B95D8; rewards=639105C382274F43,unchanged,preserved baseline definition,
quest,7DA1925406767A08,"welcome.snbt: WHERE THE FUCK DO I START? / Welcome, Noobs (Affectionate)","title=Welcome, Noobs (Affectionate); tasks=324C6E97D6CB2AA8; rewards=0A58A3CD217990A4,37C462912CB4ED85,47348F50B1E09486","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Welcome, Noobs (Affectionate)","title=Welcome, Noobs (Affectionate); tasks=324C6E97D6CB2AA8; rewards=0A58A3CD217990A4,37C462912CB4ED85,47348F50B1E09486",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,7F45F36FB147AD0A,homestead.snbt: Food That Isn't Raw Chicken / Slice and Dice,title=Slice and Dice; tasks=649752EB46E902E9; rewards=7B51CEA3AF7207D0,homestead.snbt: Cook Something That Isn't Raw Chicken / Slice and Dice,title=Slice and Dice; tasks=649752EB46E902E9; rewards=7B51CEA3AF7207D0,unchanged,preserved baseline definition,
quest,7FCCAB2F5AB5B6FF,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Enchanted Gravitite and the Bronze Dungeon",title=Aether: Enchanted Gravitite and the Bronze Dungeon; tasks=613207723A874256; rewards=1C10E810F4DA407B,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Enchanted Gravitite and the Bronze Dungeon",title=Aether: Enchanted Gravitite and the Bronze Dungeon; tasks=613207723A874256; rewards=1C10E810F4DA407B,unchanged,preserved baseline definition,
quest,7FE264C3B2EB601E,"companions_communities.snbt: Companions, Fishing and Settlements / Project: A Useful Low-Lag Town Square",title=Project: A Useful Low-Lag Town Square; tasks=5812A35671715826; rewards=447E144A4A4615FF,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / Project: A Useful Low-Lag Town Square",title=Project: A Useful Low-Lag Town Square; tasks=5812A35671715826; rewards=447E144A4A4615FF,unchanged,preserved baseline definition,
reward,00003AF571675F78,first_days.snbt: Surviving the First Night / From Spawn to Settlement,"type=""xp""; xp=10","first_days.snbt: Day One: Bed, Bread, Don't Die / From Spawn to Settlement","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,006FF1F29BD7B1AA,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Brush Carefully","type=""xp""; xp=5","archaeology.snbt: Brush First, Break Nothing / Brush Carefully","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,00A1BC229E245A15,create_basics.snbt: Create Without Having a Brain Aneurysm / Practical: Your First Production Line,"type=""item""; item=""minecraft:iron_ingot""",create_basics.snbt: Create Without Having a Brain Aneurysm / Practical: Your First Production Line,"type=""item""; item=""minecraft:iron_ingot""",unchanged,preserved baseline definition,
reward,00DF54A82EE4F4EC,first_days.snbt: Surviving the First Night / Build for a Healthy World,"type=""xp""; xp=10","first_days.snbt: Day One: Bed, Bread, Don't Die / Build for a Healthy World","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,01BDB234301B8A8A,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Slice and Dice: Automate the Cutting Board","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Slice and Dice: Automate the Cutting Board","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,0280DEB2CA88E7F5,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Project: One Meal from Field to Crate","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Project: One Meal from Field to Crate","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,03263A30BAAE0030,"companions_communities.snbt: Companions, Fishing and Settlements / Aquaculture: Tackle and Useful Catches","type=""xp""; xp=5","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Aquaculture: Tackle and Useful Catches","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,040736790AA43BC3,endgame.snbt: Dangerous Shit and Endgame / Find an Elytra,"type=""xp""; xp=40","endgame.snbt: Dangerous Shit, Bigger Consequences / Find an Elytra","type=""xp""; xp=40",unchanged,preserved baseline definition,
reward,042BA034D081086C,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Research Relics","type=""xp""; xp=20","archaeology.snbt: Brush First, Break Nothing / Research Relics","type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,055CD88017A9CF7D,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 8: The Mechanical Press,"type=""xp""; xp=10",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 8: The Mechanical Press,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,05902C78CA9A4EB5,welcome.snbt: WHERE THE FUCK DO I START? / A Shared Waystone Network,"type=""item""; item=""minecraft:ender_pearl""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / A Shared Waystone Network","type=""item""; item=""minecraft:ender_pearl""",unchanged,preserved baseline definition,
reward,05CC913346FB21AB,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 3: Wrench and Goggles,"type=""xp""; xp=10",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 3: Wrench and Goggles,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,07A890245D4B8ADA,travel_storage.snbt: Stop Living Out of 46 Chests / Backpack Lab: Filters Before Automation,"type=""xp""; xp=10",travel_storage.snbt: Your 46-Chest Intervention / Backpack Lab: Filters Before Automation,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,07BDAC7FA7B63252,roadmap.snbt: What Leads Into What? / Create Leads from Motion to Projects,"type=""xp""; xp=5",roadmap.snbt: Pick a Lane Before You Craft Everything / Create Leads from Motion to Projects,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,07F0F0A53473CA15,welcome.snbt: WHERE THE FUCK DO I START? / Map Before You Roam,"type=""xp""; xp=5","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Map Before You Roam","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,08861EDA564F8745,create_projects.snbt: Create Projects: Workshop to Railway / Moving Contraptions Need Boundaries,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Moving Contraptions Need Boundaries,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,090740C663519C4E,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Advanced Hives Need the Right Flower","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Advanced Hives Need the Right Flower","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,0A58A3CD217990A4,"welcome.snbt: WHERE THE FUCK DO I START? / Welcome, Noobs (Affectionate)","type=""xp""; xp=10","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Welcome, Noobs (Affectionate)","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,0A7801B21E270AA8,create_projects.snbt: Create Projects: Workshop to Railway / Every Machine Needs a Contract,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Every Machine Needs a Contract,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,0AA54A992B0085ED,homestead.snbt: Food That Isn't Raw Chicken / Use the Cutting Board,"type=""xp""; xp=10",homestead.snbt: Cook Something That Isn't Raw Chicken / Use the Cutting Board,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,0B872C549C99F6E2,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""xp""; xp=20",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,0B92E63ACEEC89A2,"travel_storage.snbt: Stop Living Out of 46 Chests / Packages, Stock Links and Stock Tickers","type=""xp""; xp=5","travel_storage.snbt: Your 46-Chest Intervention / Packages, Stock Links and Stock Tickers","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,0BC7BAB4A3F5A0C4,endgame.snbt: Dangerous Shit and Endgame / Discipline at the Edge of the End,"type=""xp""; xp=10","endgame.snbt: Dangerous Shit, Bigger Consequences / Discipline at the Edge of the End","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,0BE37823B0C17AC8,,,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Label the Bee or Enjoy Mystery Insects","type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,0BFB36BD71BF5934,homestead.snbt: Food That Isn't Raw Chicken / A Proper Kitchen Garden,"type=""xp""; xp=10",homestead.snbt: Cook Something That Isn't Raw Chicken / A Proper Kitchen Garden,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,0C610C18B8261550,endgame.snbt: Dangerous Shit and Endgame / Memories with Weight,"type=""xp""; xp=5","endgame.snbt: Dangerous Shit, Bigger Consequences / Memories with Weight","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,0C964C7182DF3498,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / The Age of Roots","type=""xp""; xp=5","archaeology.snbt: Brush First, Break Nothing / The Age of Roots","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,0DE4DB97FD7C81AF,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Three Homestead Loops","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Three Homestead Loops","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,0E9D49FC1B89EDF4,new_horizons.snbt: Exploration Without Getting Completely Lost / Bring Home New Colour,"type=""xp""; xp=15",new_horizons.snbt: Leave Home Without Losing Home / Bring Home New Colour,"type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,0FE7EE9D493A0A1D,welcome.snbt: WHERE THE FUCK DO I START? / Death Is Recoverable,"type=""item""; item=""minecraft:cooked_beef""","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Death Is Recoverable","type=""item""; item=""minecraft:cooked_beef""",unchanged,preserved baseline definition,
reward,0FEF2AE7BAAEBFE9,endgame.snbt: Dangerous Shit and Endgame / An End Outpost for Everyone,"type=""xp""; xp=50","endgame.snbt: Dangerous Shit, Bigger Consequences / An End Outpost for Everyone","type=""xp""; xp=50",unchanged,preserved baseline definition,
reward,107DDAA36BAA683D,vehicles.snbt: Vehicles and Transport / Choose the Aircraft for the Journey,"type=""xp""; xp=10","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Choose the Aircraft for the Journey","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,10D9FDD7B022F14C,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Study the Past","type=""xp""; xp=15","archaeology.snbt: Brush First, Break Nothing / Study the Past","type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,11019CAD1749CEA6,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / The Farmer's Delight Toolkit","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / The Farmer's Delight Toolkit","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,114A2E68FE1D3035,"roadmap.snbt: What Leads Into What? / Food Leads to Seasons, Kitchens and Bees","type=""xp""; xp=5","roadmap.snbt: Pick a Lane Before You Craft Everything / Food Leads to Seasons, Kitchens and Bees","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,116EC4D37A11B141,new_horizons.snbt: Exploration Without Getting Completely Lost / Use Nature's Compass,"type=""xp""; xp=15",new_horizons.snbt: Leave Home Without Losing Home / Use Nature's Compass,"type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,1242174AD2D1CA38,new_horizons.snbt: Exploration Without Getting Completely Lost / Warm-Climate Woods,"type=""xp""; xp=20",new_horizons.snbt: Leave Home Without Losing Home / Warm-Climate Woods,"type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,125D3B7349E7C9EC,homestead.snbt: Food That Isn't Raw Chicken / Cooking Pot Meals,"type=""xp""; xp=10",homestead.snbt: Cook Something That Isn't Raw Chicken / Cooking Pot Meals,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,12EA908E380FB7BA,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Lich and the Three Branches","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Lich and the Three Branches","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,146CD2EE6C640B2C,new_horizons.snbt: Exploration Without Getting Completely Lost / A Structure Is a Signal,"type=""xp""; xp=10",new_horizons.snbt: Leave Home Without Losing Home / A Structure Is a Signal,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,1488D8E232773EFF,create_projects.snbt: Create Projects: Workshop to Railway / Aquatic Ambitions Starts with Prismarine Materials,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Aquatic Ambitions Starts with Prismarine Materials,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,1558C75F413774E0,vehicles.snbt: Vehicles and Transport / Create Trains Are Shared Infrastructure,"type=""xp""; xp=5","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Create Trains Are Shared Infrastructure","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,1601830DF64AEA40,travel_storage.snbt: Stop Living Out of 46 Chests / Make the Pack Work for You,"type=""xp""; xp=15",travel_storage.snbt: Your 46-Chest Intervention / Make the Pack Work for You,"type=""xp""; xp=15",unchanged,preserved baseline definition,
reward,16235962ECF86E11,vehicles.snbt: Vehicles and Transport / Take to the Air,"type=""xp""; xp=20","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Take to the Air","type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,16675C955AF1468B,,,new_horizons.snbt: Leave Home Without Losing Home / That Chest Is Yours; Stop Fighting,"type=""xp""; xp=3",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
reward,1677065F72A9641A,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Sprinklers and Fertilizer Need Limits","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Sprinklers and Fertilizer Need Limits","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,16F6738E3985AC64,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Cooking for Blockheads Is a Kitchen Network","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Cooking for Blockheads Is a Kitchen Network","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,1744F182F45A64EE,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Build and Mark the Sky Gate","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Build and Mark the Sky Gate","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,177468CDF82AA3A4,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Breed One Useful Bee Deliberately","type=""xp""; xp=5","homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Breed One Useful Bee Deliberately","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,178BBDE3403B8BA6,welcome.snbt: WHERE THE FUCK DO I START? / Read the World with Jade,"type=""xp""; xp=5","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Read the World with Jade","type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,193C72AC784F9CE7,homestead.snbt: Food That Isn't Raw Chicken / Find Tea in the Wild,"type=""xp""; xp=10",homestead.snbt: Cook Something That Isn't Raw Chicken / Find Tea in the Wild,"type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,1A0C561D5AA716C3,create_projects.snbt: Create Projects: Workshop to Railway / Connected and Components Add Control Blocks,"type=""xp""; xp=5",create_projects.snbt: Create: Build Machines With a Point / Connected and Components Add Control Blocks,"type=""xp""; xp=5",unchanged,preserved baseline definition,
reward,1A574818F78E0CE7,homestead.snbt: Food That Isn't Raw Chicken / Feed the Whole Team,"type=""xp""; xp=20",homestead.snbt: Cook Something That Isn't Raw Chicken / Feed the Whole Team,"type=""xp""; xp=20",unchanged,preserved baseline definition,
reward,1AB60B38F61E857B,vehicles.snbt: Vehicles and Transport / Take to the Water,"type=""xp""; xp=10","vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Take to the Water","type=""xp""; xp=10",unchanged,preserved baseline definition,
reward,1C10E810F4DA407B,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Enchanted Gravitite and the Bronze Dungeon","type=""xp""; xp=5","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Enchanted Gravitite and the Bronze Dungeon","type=""xp""; xp=5",unchanged,preserved baseline definition,
